time,rbmqInstance.obs_xpos,rbmqInstance.obs_ypos,rbmqInstance.obstacles,rbmqInstance.simtime_discrepancy,rbmqInstance.time_discrepancy,rbmqInstance.xpos,rbmqInstance.ypos,sMonitorInstance.command_stop,sMonitorInstance.dist,sMonitorInstance.flag,sMonitorInstance.obs_xpos_output,sMonitorInstance.obs_ypos_output,sMonitorInstance.robotti_xpos_output,sMonitorInstance.robotti_ypos_output
0.0,22.8336999992288,-0.47160400436482064,DADA,0.4243,0.4242,0.007557460995568643,2.832855933235243E-4,0,0.0,0,0.0,0.0,0.0,0.0
0.1,22.8336999992288,-0.47160400436482064,DADA,0.4243,0.4242,0.007557460995568643,2.832855933235243E-4,0,22.831019705439452,0,22.8336999992288,-0.47160400436482064,0.007557460995568643,2.832855933235243E-4
0.2,22.8336999992288,-0.47160400436482064,DADA,0.4243,0.4242,0.007557460995568643,2.832855933235243E-4,0,22.831019705439452,0,22.8336999992288,-0.47160400436482064,0.007557460995568643,2.832855933235243E-4
0.30000000000000004,22.8336999992288,-0.47160400436482064,DADA,0.4243,0.4242,0.007557460995568643,2.832855933235243E-4,0,22.831019705439452,0,22.8336999992288,-0.47160400436482064,0.007557460995568643,2.832855933235243E-4
0.4,22.8336999992288,-0.47160400436482064,DADA,0.4243,0.4242,0.007557460995568643,2.832855933235243E-4,0,22.831019705439452,0,22.8336999992288,-0.47160400436482064,0.007557460995568643,2.832855933235243E-4
0.5,22.8336999992288,-0.47160400436482064,DADA,0.4243,0.4242,0.007557460995568643,2.832855933235243E-4,0,22.831019705439452,0,22.8336999992288,-0.47160400436482064,0.007557460995568643,2.832855933235243E-4
0.6,22.8336999992288,-0.47160400436482064,DADA,0.4243,0.4242,0.007557460995568643,2.832855933235243E-4,0,22.831019705439452,0,22.8336999992288,-0.47160400436482064,0.007557460995568643,2.832855933235243E-4
0.7,22.8336999992288,-0.47160400436482064,DADA,0.4243,0.4242,0.007557460995568643,2.832855933235243E-4,0,22.831019705439452,0,22.8336999992288,-0.47160400436482064,0.007557460995568643,2.832855933235243E-4
0.7999999999999999,22.8336999992288,-0.47160400436482064,DADA,0.4243,0.4242,0.007557460995568643,2.832855933235243E-4,0,22.831019705439452,0,22.8336999992288,-0.47160400436482064,0.007557460995568643,2.832855933235243E-4
0.8999999999999999,22.8336999992288,-0.47160400436482064,DADA,0.4243,0.4242,0.007557460995568643,2.832855933235243E-4,0,22.831019705439452,0,22.8336999992288,-0.47160400436482064,0.007557460995568643,2.832855933235243E-4
0.9999999999999999,22.8336999992288,-0.47160400436482064,DADA,0.4243,0.4242,0.007557460995568643,2.832855933235243E-4,0,22.831019705439452,0,22.8336999992288,-0.47160400436482064,0.007557460995568643,2.832855933235243E-4
1.0999999999999999,22.8336999992288,-0.47160400436482064,DADA,0.4243,0.4242,0.007557460995568643,2.832855933235243E-4,0,22.831019705439452,0,22.8336999992288,-0.47160400436482064,0.007557460995568643,2.832855933235243E-4
1.2,22.8336999992288,-0.47160400436482064,DADA,0.4243,0.4242,0.007557460995568643,2.832855933235243E-4,0,22.831019705439452,0,22.8336999992288,-0.47160400436482064,0.007557460995568643,2.832855933235243E-4
1.3,22.8336999992288,-0.47160400436482064,DADA,0.4243,0.4242,0.007557460995568643,2.832855933235243E-4,0,22.831019705439452,0,22.8336999992288,-0.47160400436482064,0.007557460995568643,2.832855933235243E-4
1.4000000000000001,22.8336999992288,-0.47160400436482064,DADA,0.4243,0.4242,0.007557460995568643,2.832855933235243E-4,0,22.831019705439452,0,22.8336999992288,-0.47160400436482064,0.007557460995568643,2.832855933235243E-4
1.5000000000000002,22.8336999992288,-0.47160400436482064,DADA,0.4243,0.4242,0.007557460995568643,2.832855933235243E-4,0,22.831019705439452,0,22.8336999992288,-0.47160400436482064,0.007557460995568643,2.832855933235243E-4
1.6000000000000003,22.8336999992288,-0.47160400436482064,DADA,0.4243,0.4242,0.007557460995568643,2.832855933235243E-4,0,22.831019705439452,0,22.8336999992288,-0.47160400436482064,0.007557460995568643,2.832855933235243E-4
1.7000000000000004,22.8336999992288,-0.47160400436482064,DADA,0.4243,0.4242,0.007557460995568643,2.832855933235243E-4,0,22.831019705439452,0,22.8336999992288,-0.47160400436482064,0.007557460995568643,2.832855933235243E-4
1.8000000000000005,22.8336999992288,-0.47160400436482064,DADA,0.4243,0.4242,0.007557460995568643,2.832855933235243E-4,0,22.831019705439452,0,22.8336999992288,-0.47160400436482064,0.007557460995568643,2.832855933235243E-4
1.9000000000000006,22.8336999992288,-0.47160400436482064,DADA,0.4243,0.4242,0.007557460995568643,2.832855933235243E-4,0,22.831019705439452,0,22.8336999992288,-0.47160400436482064,0.007557460995568643,2.832855933235243E-4
2.0000000000000004,22.8336999992288,-0.47160400436482064,DADA,0.4243,0.4242,0.007557460995568643,2.832855933235243E-4,0,22.831019705439452,0,22.8336999992288,-0.47160400436482064,0.007557460995568643,2.832855933235243E-4
2.1000000000000005,22.8336999992288,-0.47160400436482064,DADA,0.0,-1.613571630822E12,0.00802822085336452,3.144443154896646E-4,0,22.831019705439452,0,22.8336999992288,-0.47160400436482064,0.007557460995568643,2.832855933235243E-4
