time,{crtl}.crtlInstance.valve,{wt}.wtInstance.level
0.0,false,0.0
0.1,false,0.1099999999999999
0.2,false,0.19999999999999996
0.30000000000000004,false,0.30000000000000004
0.4,false,0.40000000000000013
0.5,false,0.5000000000000002
0.6,false,0.6000000000000003
0.7,false,0.7000000000000004
0.7999999999999999,false,0.8000000000000005
0.8999999999999999,false,0.9000000000000006
0.9999999999999999,false,1.0000000000000007
1.0999999999999999,false,1.100000000000003
1.2,false,1.2000000000000053
1.3,false,1.3000000000000076
1.4000000000000001,false,1.40000000000001
1.5000000000000002,false,1.5000000000000122
1.6000000000000003,false,1.6000000000000145
1.7000000000000004,false,1.7000000000000168
1.8000000000000005,false,1.8000000000000191
1.9000000000000006,false,1.9000000000000214
2.0000000000000004,false,2.0000000000000235
2.1000000000000005,true,2.110000000000021
2.2000000000000006,true,1.9902812339436071
2.3000000000000007,true,1.879488458105753
2.400000000000001,true,1.7801372059716003
2.500000000000001,true,1.6910459161652158
2.600000000000001,true,1.6111550466606475
2.700000000000001,true,1.5395144738945912
2.800000000000001,true,1.4752721931674422
2.9000000000000012,true,1.4176641859492016
3.0000000000000013,true,1.3660053335844786
3.1000000000000014,true,1.319681269335382
3.2000000000000015,true,1.2781410718605366
3.3000000000000016,true,1.2408907132354772
3.4000000000000017,true,1.2074871835932366
3.5000000000000018,true,1.1775332225108484
3.600000000000002,true,1.1506725944833651
3.700000000000002,true,1.1265858522977028
3.800000000000002,true,1.1049865379211017
3.900000000000002,true,1.085617775722246
4.000000000000002,true,1.0682492175090177
4.100000000000001,true,1.0526743030509254
4.200000000000001,true,1.0387078035062411
4.300000000000001,true,1.0261836185383848
4.4,true,1.014952800923189
4.5,true,1.0048817851541365
4.6,true,0.9958507989788068
4.699999999999999,true,0.9877524389752776
4.799999999999999,true,0.9804903932281683
4.899999999999999,true,0.9739782959133871
4.999999999999998,true,0.9681387001694384
5.099999999999998,true,0.9629021570398787
5.1999999999999975,true,0.9582063895330003
5.299999999999997,true,0.953995551976028
5.399999999999997,true,0.9502195658554985
5.4999999999999964,true,0.9468335242451252
5.599999999999996,true,0.9437971577381492
5.699999999999996,true,0.9410743555326354
5.799999999999995,true,0.9386327359740881
5.899999999999995,true,0.9364432614479522
5.999999999999995,true,0.9344798930420026
6.099999999999994,true,0.9327192808716102
6.199999999999994,true,0.9311404863849815
6.299999999999994,true,0.9297247333458244
6.399999999999993,true,0.9284551845319303
6.499999999999993,true,0.9273167414939978
6.5999999999999925,true,0.9262958649932815
6.699999999999992,true,0.9253804139825681
6.799999999999992,true,0.9245595012155214
6.8999999999999915,true,0.9238233637671883
6.999999999999991,true,0.9231632469258001
7.099999999999991,true,0.9225713000750168
7.19999999999999,true,0.9220404833283701
7.29999999999999,true,0.9215644838055286
7.39999999999999,true,0.9211376405546767
7.499999999999989,true,0.920754877228129
7.599999999999989,true,0.9204116417105058
7.699999999999989,true,0.9201038519814839
7.799999999999988,true,0.9198278475692727
7.899999999999988,true,0.9195803460174757
7.999999999999988,true,0.9193584038475984
8.099999999999987,true,0.9191593815529414
8.199999999999987,true,0.91898091220756
8.299999999999986,true,0.9188208733169636
8.399999999999986,true,0.918677361575781
8.499999999999986,true,0.9185486702321929
8.599999999999985,true,0.918433268789927
8.699999999999985,true,0.918329784806423
8.799999999999985,true,0.9182369875706897
8.899999999999984,true,0.918153773466747
8.999999999999984,true,0.9180791528485756
9.099999999999984,true,0.9180122382704877
9.199999999999983,true,0.9179522339329417
9.299999999999983,true,0.9178984262182813
9.399999999999983,true,0.917850175203849
9.499999999999982,true,0.9178069070515319
9.599999999999982,true,0.9177681071832399
9.699999999999982,true,0.9177333141611467
9.799999999999981,true,0.9177021141999188
9.89999999999998,true,0.9176741362456611
9.99999999999998,true,0.9176490475630581
10.09999999999998,true,0.9176265497782328
10.19999999999998,true,0.917606375330253
10.29999999999998,true,0.917588284289093
10.399999999999979,true,0.9175720615022005
10.499999999999979,true,0.9175575140357375
10.599999999999978,true,0.9175444688800621
10.699999999999978,true,0.9175327708921671
10.799999999999978,true,0.9175222809505982
10.899999999999977,true,0.917512874300915
10.999999999999977,true,0.9175044390720174
11.099999999999977,true,0.9174968749456865
11.199999999999976,true,0.9174900919635233
11.299999999999976,true,0.917484009457096
11.399999999999975,true,0.9174785550885687
11.499999999999975,true,0.9174736639904015
11.599999999999975,true,0.9174692779939
11.699999999999974,true,0.9174653449374258
11.799999999999974,true,0.9174618180460522
11.899999999999974,true,0.9174586553752777
11.999999999999973,true,0.9174558193121938
12.099999999999973,true,0.9174532761281603
12.199999999999973,true,0.9174509955776804
12.299999999999972,true,0.9174489505386964
12.399999999999972,true,0.9174471166900343
12.499999999999972,true,0.9174454722221578
12.599999999999971,true,0.9174439975777925
12.69999999999997,true,0.9174426752193352
12.79999999999997,true,0.9174414894202835
12.89999999999997,true,0.9174404260782046
12.99999999999997,true,0.9174394725470183
13.09999999999997,true,0.9174386174865998
13.199999999999969,true,0.9174378507279137
13.299999999999969,true,0.9174371631520769
13.399999999999968,true,0.91743654658191
13.499999999999968,true,0.9174359936846865
13.599999999999968,true,0.9174354978849283
13.699999999999967,true,0.9174350532862046
13.799999999999967,true,0.9174346546010049
13.899999999999967,true,0.9174342970878596
13.999999999999966,true,0.9174339764949478
14.099999999999966,true,0.9174336890095325
14.199999999999966,true,0.9174334312126153
14.299999999999965,true,0.9174332000382783
14.399999999999965,true,0.9174329927372185
14.499999999999964,true,0.917432806844052
14.599999999999964,true,0.9174326401479961
14.699999999999964,true,0.9174324906665717
14.799999999999963,true,0.9174323566220317
14.899999999999963,true,0.9174322364202157
14.999999999999963,true,0.9174321286315906
15.099999999999962,true,0.9174320319742518
15.199999999999962,true,0.9174319452986762
15.299999999999962,true,0.9174318675740512
15.399999999999961,true,0.9174317978760158
15.499999999999961,true,0.9174317353756675
15.59999999999996,true,0.917431679329704
15.69999999999996,true,0.9174316290715835
15.79999999999996,true,0.9174315840035983
15.89999999999996,true,0.917431543589765
15.99999999999996,true,0.9174315073494514
16.09999999999996,true,0.9174314748516599
16.19999999999996,true,0.917431445709902
16.29999999999996,true,0.9174314195776009
16.399999999999963,true,0.9174313961439716
16.499999999999964,true,0.9174313751303239
16.599999999999966,true,0.9174313562867465
16.699999999999967,true,0.9174313393891373
