time,crtlInstance.valve,wtInstance.level
0.0,0,0.0
0.1,0,0.1099999999999999
0.2,0,0.19999999999999996
0.30000000000000004,0,0.30000000000000004
0.4,0,0.40000000000000013
0.5,0,0.5000000000000002
0.6,0,0.6000000000000003
0.7,0,0.7000000000000004
0.7999999999999999,0,0.8000000000000005
0.8999999999999999,0,0.9000000000000006
0.9999999999999999,0,1.0000000000000007
1.0999999999999999,0,1.100000000000003
1.2,0,1.2000000000000053
1.3,0,1.3000000000000076
1.4000000000000001,0,1.40000000000001
1.5000000000000002,0,1.5000000000000122
1.6000000000000003,0,1.6000000000000145
1.7000000000000004,0,1.7000000000000168
1.8000000000000005,0,1.8000000000000191
1.9000000000000006,0,1.9000000000000214
2.0000000000000004,0,2.0000000000000235
2.1000000000000005,1,2.110000000000021
2.2000000000000006,1,1.9902812339436071
2.3000000000000007,1,1.879488458105753
2.400000000000001,1,1.7801372059716003
2.500000000000001,1,1.6910459161652158
2.600000000000001,1,1.6111550466606475
2.700000000000001,1,1.5395144738945912
2.800000000000001,1,1.4752721931674422
2.9000000000000012,1,1.4176641859492016
3.0000000000000013,1,1.3660053335844786
3.1000000000000014,1,1.319681269335382
3.2000000000000015,1,1.2781410718605366
3.3000000000000016,1,1.2408907132354772
3.4000000000000017,1,1.2074871835932366
3.5000000000000018,1,1.1775332225108484
3.600000000000002,1,1.1506725944833651
3.700000000000002,1,1.1265858522977028
3.800000000000002,1,1.1049865379211017
3.900000000000002,1,1.085617775722246
4.000000000000002,1,1.0682492175090177
4.100000000000001,1,1.0526743030509254
4.200000000000001,1,1.0387078035062411
4.300000000000001,1,1.0261836185383848
4.4,1,1.014952800923189
4.5,1,1.0048817851541365
4.6,1,0.9958507989788068
4.699999999999999,0,0.9877524389752776
4.799999999999999,0,1.0859580220444744
4.899999999999999,0,1.1859580220444768
4.999999999999998,0,1.285958022044479
5.099999999999998,0,1.3859580220444814
5.1999999999999975,0,1.4859580220444837
5.299999999999997,0,1.585958022044486
5.399999999999997,0,1.6859580220444883
5.4999999999999964,0,1.7859580220444906
5.599999999999996,0,1.885958022044493
5.699999999999996,0,1.9859580220444952
5.799999999999995,0,2.0859580220444935
5.899999999999995,1,2.1859580220444914
5.999999999999995,1,2.058518842946217
6.099999999999994,1,1.940679197716537
6.199999999999994,1,1.8350088034505139
6.299999999999994,1,1.7402509466819145
6.399999999999993,1,1.6552786942194706
6.499999999999993,1,1.5790814907920725
6.5999999999999925,1,1.5107531407495396
6.699999999999992,1,1.4494810308881407
6.799999999999992,1,1.3945364662304194
6.8999999999999915,1,1.3452660038250044
6.999999999999991,1,1.3010836815012947
7.099999999999991,1,1.2614640491574003
7.19999999999999,1,1.2259359197040731
7.29999999999999,1,1.194076765346047
7.39999999999999,1,1.1655076925570644
7.499999999999989,1,1.1398889359871307
7.599999999999989,1,1.1169158177120915
7.699999999999989,1,1.0963151237698119
7.799999999999988,1,1.077841854889959
7.899999999999988,1,1.0612763127745573
7.999999999999988,1,1.0464214872771362
8.099999999999987,1,1.0331007134067987
8.199999999999987,1,1.0211555702924957
8.299999999999986,1,1.0104439971203927
8.399999999999986,1,1.0008386036375856
8.499999999999986,1,0.9922251551294017
8.599999999999985,0,0.9845012138524587
8.699999999999985,0,1.0827127033139619
8.799999999999985,0,1.1827127033139642
8.899999999999984,0,1.2827127033139665
8.999999999999984,0,1.3827127033139688
9.099999999999984,0,1.482712703313971
9.199999999999983,0,1.5827127033139734
9.299999999999983,0,1.6827127033139757
9.399999999999983,0,1.782712703313978
9.499999999999982,0,1.8827127033139803
9.599999999999982,0,1.9827127033139826
9.699999999999982,0,2.082712703313981
9.799999999999981,1,2.182712703313979
9.89999999999998,1,2.0556033801068625
9.99999999999998,1,1.9380648135073668
10.09999999999998,1,1.8326644056070933
10.19999999999998,1,1.7381486538249749
10.29999999999998,1,1.653393504268139
10.399999999999979,1,1.577390983619929
10.499999999999979,1,1.509237211547259
10.599999999999978,1,1.4481216510616641
10.699999999999978,1,1.3933174689910675
10.799999999999978,1,1.3441728919216172
10.899999999999977,1,1.3001034548077843
10.999999999999977,1,1.2605850500652738
11.099999999999977,1,1.2251476944811999
11.199999999999976,1,1.1933699398128483
11.299999999999976,1,1.1648738606015727
11.399999999999975,1,1.1393205595930516
11.499999999999975,1,1.1164061373109258
11.599999999999975,1,1.0958580778508786
11.699999999999974,1,1.0774320079122528
11.799999999999974,1,1.0609087905231243
11.899999999999974,1,1.0460919188951652
11.999999999999973,1,1.0328051794140354
12.099999999999973,1,1.0208905559717767
12.199999999999973,1,1.0102063507179286
12.299999999999972,1,1.0006254988798842
12.399999999999972,1,0.9920340576110549
12.499999999999972,0,0.9843298508950464
12.599999999999971,0,1.0825416516659223
12.69999999999997,0,1.1825416516659246
12.79999999999997,0,1.282541651665927
12.89999999999997,0,1.3825416516659292
12.99999999999997,0,1.4825416516659315
13.09999999999997,0,1.5825416516659339
13.199999999999969,0,1.6825416516659362
13.299999999999969,0,1.7825416516659385
13.399999999999968,0,1.8825416516659408
13.499999999999968,0,1.982541651665943
13.599999999999968,0,2.0825416516659416
13.699999999999967,1,2.1825416516659395
13.799999999999967,1,2.0554497142376893
13.899999999999967,1,1.9379270166483462
13.999999999999966,1,1.8325408389721731
14.099999999999966,1,1.7380378478648526
14.199999999999966,1,1.653294141193256
14.299999999999965,1,1.5773018817283035
14.399999999999965,1,1.509157311170781
14.499999999999964,1,1.4480500019637055
14.599999999999964,1,1.3932532190655422
14.699999999999964,1,1.3441152770590756
14.799999999999963,1,1.3000517898080433
14.899999999999963,1,1.2605387204884853
14.999999999999963,1,1.225106149340463
15.099999999999962,1,1.1933326850214487
15.199999999999962,1,1.1648404530969259
15.299999999999962,1,1.1392906020674618
15.399999999999961,1,1.1163792734864957
15.499999999999961,1,1.0958339882423813
15.59999999999996,1,1.0774104060275682
15.69999999999996,1,1.0608894194560519
15.79999999999996,1,1.0460745482701015
15.89999999999996,1,1.0327896026461696
15.99999999999996,1,1.0208765878102262
16.09999999999996,1,1.0101938250425893
16.19999999999996,1,1.0006142667258073
16.29999999999996,1,0.9920239853968399
16.399999999999963,0,0.9843208188341882
16.499999999999964,0,1.082532636013308
16.599999999999966,0,1.1825326360133104
16.699999999999967,0,1.2825326360133127
16.79999999999997,0,1.382532636013315
16.89999999999997,0,1.4825326360133173
16.99999999999997,0,1.5825326360133196
17.099999999999973,0,1.682532636013322
17.199999999999974,0,1.7825326360133242
17.299999999999976,0,1.8825326360133265
17.399999999999977,0,1.9825326360133289
17.49999999999998,0,2.0825326360133274
17.59999999999998,1,2.1825326360133253
17.69999999999998,1,2.0554416149407158
17.799999999999983,1,1.949103922061938
17.899999999999984,1,1.8425635100301705
17.999999999999986,1,1.7470254818672541
18.099999999999987,1,1.661353625984655
18.19999999999999,1,1.58452906689021
18.29999999999999,1,1.5156381479384382
18.39999999999999,1,1.4538615654241798
18.499999999999993,1,1.3984646247938382
18.599999999999994,1,1.348788503093624
18.699999999999996,1,1.304242413741121
18.799999999999997,1,1.264296580437621
18.9,1,1.2284759366615945
19.0,1,1.196354475812847
19.1,1,1.1675501848149248
19.200000000000003,1,1.1417205009222828
19.300000000000004,1,1.1185582377010872
19.400000000000006,1,1.097787931732272
19.500000000000007,1,1.0791625665890483
19.60000000000001,1,1.0624606351278922
19.70000000000001,1,1.047483505155508
19.80000000000001,1,1.0340530571422735
19.900000000000013,1,1.0220095658880215
20.000000000000014,1,1.01120980094732
20.100000000000016,1,1.0015253232230361
20.200000000000017,1,0.9928409574699749
20.30000000000002,0,0.9850534225424242
20.40000000000002,0,1.0832639088248073
20.50000000000002,0,1.1832639088248096
20.600000000000023,0,1.283263908824812
20.700000000000024,0,1.3832639088248142
20.800000000000026,0,1.4832639088248165
20.900000000000027,0,1.5832639088248188
21.00000000000003,0,1.6832639088248211
21.10000000000003,0,1.7832639088248234
21.20000000000003,0,1.8832639088248257
21.300000000000033,0,1.983263908824828
21.400000000000034,0,2.0832639088248266
21.500000000000036,1,2.1832639088248245
21.600000000000037,1,2.0560985608016282
21.70000000000004,1,1.9385088570985278
21.80000000000004,1,1.833062593001988
21.90000000000004,1,1.7385057205738454
22.000000000000043,1,1.6537136968829322
22.100000000000044,1,1.5776781100770758
22.200000000000045,1,1.5094946865750554
22.300000000000047,1,1.448352536750838
22.40000000000005,1,1.3935245112115182
22.50000000000005,1,1.3443585529784041
22.60000000000005,1,1.3002699427247515
22.700000000000053,1,1.2607343448445667
22.800000000000054,1,1.2252815716509668
22.900000000000055,1,1.193489991543188
23.000000000000057,1,1.1649815146398423
23.10000000000006,1,1.139417096243735
23.20000000000006,1,1.1164927046619981
23.30000000000006,1,1.0959357054277485
23.400000000000063,1,1.0775016189216706
23.500000000000064,1,1.060971212832663
23.600000000000065,1,1.0461478948788594
23.700000000000067,1,1.0328553747812643
23.800000000000068,1,1.0209355676843894
23.90000000000007,1,1.0102467140897724
24.00000000000007,1,1.0006616939431705
24.100000000000072,1,0.9920665148252679
24.200000000000074,0,0.9843589562662988
24.300000000000075,0,1.0825707041624169
24.400000000000077,0,1.1825707041624192
24.500000000000078,0,1.2825707041624215
24.60000000000008,0,1.3825707041624238
24.70000000000008,0,1.482570704162426
24.800000000000082,0,1.5825707041624284
24.900000000000084,0,1.6825707041624307
25.000000000000085,0,1.782570704162433
25.100000000000087,0,1.8825707041624353
25.200000000000088,0,1.9825707041624376
25.30000000000009,0,2.082570704162436
25.40000000000009,1,2.182570704162434
25.500000000000092,1,2.055475813823263
25.600000000000094,1,1.9379504209406146
25.700000000000095,1,1.8325618263129502
25.800000000000097,1,1.7380566678517095
25.900000000000098,1,1.6533110176479282
26.0000000000001,1,1.5773170153585478
26.1000000000001,1,1.5091708819573486
26.200000000000102,1,1.4480621713008102
26.300000000000104,1,1.3932641316802847
26.400000000000105,1,1.3441250627326504
26.500000000000107,1,1.3000605649191928
26.600000000000108,1,1.2605465893975696
26.70000000000011,1,1.2251132056305913
26.80000000000011,1,1.1933390126114432
26.900000000000112,1,1.164846127239344
27.000000000000114,1,1.1392956902435614
