time,rbmqInstance.obs_xpos,rbmqInstance.obs_ypos,rbmqInstance.obstacles,rbmqInstance.simtime_discrepancy,rbmqInstance.time_discrepancy,rbmqInstance.xpos,rbmqInstance.ypos,sMonitorInstance.command_stop,sMonitorInstance.dist,sMonitorInstance.flag,sMonitorInstance.obs_xpos_output,sMonitorInstance.obs_ypos_output,sMonitorInstance.robotti_xpos_output,sMonitorInstance.robotti_ypos_output
0.0,23.1652999992288,-0.8098920043648192,meaninglessString,0.4243,0.4242,0.011108718366828252,4.5152080295411006E-4,0,0.0,0,0.0,0.0,0.0,0.0
0.1,23.1652999992288,-0.8098920043648192,meaninglessString,0.4243,0.4242,0.011108718366828252,4.5152080295411006E-4,0,23.16836702272143,0,23.1652999992288,-0.8098920043648192,0.011108718366828252,4.5152080295411006E-4
0.2,23.1652999992288,-0.8098920043648192,meaninglessString,0.4243,0.4242,0.011108718366828252,4.5152080295411006E-4,0,23.16836702272143,0,23.1652999992288,-0.8098920043648192,0.011108718366828252,4.5152080295411006E-4
0.30000000000000004,23.1652999992288,-0.8098920043648192,meaninglessString,0.4243,0.4242,0.011108718366828252,4.5152080295411006E-4,0,23.16836702272143,0,23.1652999992288,-0.8098920043648192,0.011108718366828252,4.5152080295411006E-4
0.4,23.1652999992288,-0.8098920043648192,meaninglessString,0.4243,0.4242,0.011108718366828252,4.5152080295411006E-4,0,23.16836702272143,0,23.1652999992288,-0.8098920043648192,0.011108718366828252,4.5152080295411006E-4
0.5,23.1652999992288,-0.8098920043648192,meaninglessString,0.4243,0.4242,0.011108718366828252,4.5152080295411006E-4,0,23.16836702272143,0,23.1652999992288,-0.8098920043648192,0.011108718366828252,4.5152080295411006E-4
0.6,23.1652999992288,-0.8098920043648192,meaninglessString,0.4243,0.4242,0.011108718366828252,4.5152080295411006E-4,0,23.16836702272143,0,23.1652999992288,-0.8098920043648192,0.011108718366828252,4.5152080295411006E-4
0.7,23.1652999992288,-0.8098920043648192,meaninglessString,0.4243,0.4242,0.011108718366828252,4.5152080295411006E-4,0,23.16836702272143,0,23.1652999992288,-0.8098920043648192,0.011108718366828252,4.5152080295411006E-4
0.7999999999999999,23.1652999992288,-0.8098920043648192,meaninglessString,0.4243,0.4242,0.011108718366828252,4.5152080295411006E-4,0,23.16836702272143,0,23.1652999992288,-0.8098920043648192,0.011108718366828252,4.5152080295411006E-4
0.8999999999999999,23.1652999992288,-0.8098920043648192,meaninglessString,0.4243,0.4242,0.011108718366828252,4.5152080295411006E-4,0,23.16836702272143,0,23.1652999992288,-0.8098920043648192,0.011108718366828252,4.5152080295411006E-4
